CPU,RAM(GB),GPU,vRAM(GB),Package,Target,Width (n),Depth,Shots,Probability n x |0>,Probability n x |1>,Time (s)
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.5002,0.4998,0.009872674942016602
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.4956,0.5044,0.009560585021972656
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.5053,0.4947,0.009658336639404297
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.5036,0.4964,0.009392261505126953
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.4924,0.5076,0.009670019149780273
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,10000,0.4999,0.5001,0.009888410568237305
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.50352,0.49648,0.09332132339477539
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.49797,0.50203,0.09205198287963867
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.50073,0.49927,0.08958125114440918
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.49968,0.50032,0.0887308120727539
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.49995,0.50005,0.0908823013305664
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.50121,0.49879,0.08908677101135254
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.50012,0.49988,0.08927249908447266
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.49959,0.50041,0.0908365249633789
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.49838,0.50162,0.0888376235961914
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,100000,0.50086,0.49914,0.08919763565063477
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.50017,0.49983,0.9124946594238281
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499305,0.500695,0.894773006439209
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.50091,0.49909,0.9043209552764893
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.500552,0.499448,0.914085865020752
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499736,0.500264,0.9127979278564453
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.50026,0.49974,0.9135711193084717
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499834,0.500166,0.9022715091705322
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499874,0.500126,0.8976120948791504
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499886,0.500114,0.905524492263794
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,2,2,1000000,0.499667,0.500333,0.9008305072784424
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.49,0.51,0.0019559860229492188
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.507,0.493,0.0020313262939453125
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.481,0.519,0.002028226852416992
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.508,0.492,0.0018763542175292969
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.488,0.512,0.0019927024841308594
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.502,0.498,0.001684427261352539
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.518,0.482,0.00193023681640625
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.481,0.519,0.0016798973083496094
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.474,0.526,0.001917123794555664
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000,0.493,0.507,0.0016813278198242188
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4951,0.5049,0.009912252426147461
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4952,0.5048,0.010070562362670898
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4975,0.5025,0.010519027709960938
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.5032,0.4968,0.01006770133972168
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.5089,0.4911,0.010504722595214844
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.5007,0.4993,0.011573553085327148
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4945,0.5055,0.010158300399780273
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4925,0.5075,0.010778427124023438
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.5053,0.4947,0.010389328002929688
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,10000,0.4989,0.5011,0.011095523834228516
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.49916,0.50084,0.09887194633483887
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.49979,0.50021,0.09676265716552734
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.50047,0.49953,0.09626507759094238
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.4979,0.5021,0.09892416000366211
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.50122,0.49878,0.09850168228149414
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.50009,0.49991,0.10117983818054199
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.49946,0.50054,0.10003352165222168
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.50203,0.49797,0.09915709495544434
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.50046,0.49954,0.09616899490356445
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,100000,0.49993,0.50007,0.09802865982055664
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.499911,0.500089,1.0049796104431152
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.500454,0.499546,1.0137512683868408
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.499178,0.500822,1.0120911598205566
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.499853,0.500147,1.0018620491027832
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.50033,0.49967,1.011209487915039
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.501291,0.498709,1.0289278030395508
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.500392,0.499608,1.0244474411010742
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.500489,0.499511,0.9698038101196289
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.500765,0.499235,1.015284776687622
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,3,3,1000000,0.500408,0.499592,1.0176622867584229
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.519,0.481,0.002232074737548828
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.518,0.482,0.002313852310180664
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.523,0.477,0.002051830291748047
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.512,0.488,0.002058267593383789
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.48,0.52,0.0018563270568847656
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.497,0.503,0.002133607864379883
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.501,0.499,0.0019872188568115234
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.494,0.506,0.0021796226501464844
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.475,0.525,0.0020864009857177734
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000,0.525,0.475,0.001833200454711914
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5008,0.4992,0.011481761932373047
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5002,0.4998,0.012109756469726562
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5015,0.4985,0.010738849639892578
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.4977,0.5023,0.010824918746948242
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5006,0.4994,0.010881185531616211
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.4986,0.5014,0.011995315551757812
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5039,0.4961,0.011452198028564453
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5055,0.4945,0.010811328887939453
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5033,0.4967,0.010982513427734375
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,10000,0.5087,0.4913,0.010621309280395508
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.49809,0.50191,0.10573291778564453
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.50226,0.49774,0.10537409782409668
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.50238,0.49762,0.1143035888671875
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.49967,0.50033,0.10966229438781738
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.49868,0.50132,0.10598015785217285
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.499,0.501,0.10474729537963867
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.50092,0.49908,0.10513448715209961
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.49911,0.50089,0.10772204399108887
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.49955,0.50045,0.10224008560180664
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,100000,0.50054,0.49946,0.11252832412719727
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500096,0.499904,1.1922903060913086
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.49984,0.50016,1.2096121311187744
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500074,0.499926,1.2348182201385498
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500037,0.499963,1.164400577545166
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500324,0.499676,1.2070457935333252
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.498983,0.501017,1.2227563858032227
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.499178,0.500822,1.214881181716919
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500572,0.499428,1.2085540294647217
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500155,0.499845,1.1794402599334717
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,4,4,1000000,0.500481,0.499519,1.230591058731079
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.515,0.485,0.0022878646850585938
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.501,0.499,0.0023839473724365234
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.49,0.51,0.0020456314086914062
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.51,0.49,0.002350330352783203
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.509,0.491,0.0020148754119873047
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.522,0.478,0.002424955368041992
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.5,0.5,0.0021228790283203125
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.506,0.494,0.0020720958709716797
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.475,0.525,0.0024688243865966797
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000,0.523,0.477,0.0019903182983398438
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.5023,0.4977,0.011893033981323242
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.4932,0.5068,0.011900186538696289
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.4983,0.5017,0.011122941970825195
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.497,0.503,0.011701822280883789
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.499,0.501,0.011844873428344727
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.5054,0.4946,0.011778831481933594
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.5017,0.4983,0.011594533920288086
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.5047,0.4953,0.01155543327331543
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.5023,0.4977,0.012215614318847656
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,10000,0.4944,0.5056,0.011996746063232422
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.50088,0.49912,0.11168098449707031
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.5008,0.4992,0.10980725288391113
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.50199,0.49801,0.10428857803344727
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.49997,0.50003,0.11358118057250977
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.50378,0.49622,0.1064460277557373
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.49985,0.50015,0.1054692268371582
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.49764,0.50236,0.11131000518798828
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.49794,0.50206,0.10629963874816895
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.50118,0.49882,0.10769438743591309
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,100000,0.49991,0.50009,0.10989594459533691
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.500938,0.499062,1.2231156826019287
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.499793,0.500207,1.2246167659759521
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.50081,0.49919,1.2192821502685547
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.49935,0.50065,1.2316439151763916
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.500384,0.499616,1.148101568222046
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.50001,0.49999,1.2001183032989502
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.49994,0.50006,1.2060697078704834
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.500812,0.499188,1.2124722003936768
AMD Ryzen 9 9950X 16-Core Processor,123.43,NVIDIA RTX 6000 Ada Generation,47.99,Qiskit,Svs,5,5,1000000,0.500833,0.499167,1.1881093978881836
